Fighter Name,Record,Height,Weight,Reach,Stance,SLpM,Str. Acc,SApM,Str. Def,TD Avg,TD Acc,TD Def,Sub. Avg
Kevin Casey,RECORD: 9-5-2 (2 NC),"5' 11""",185 lbs.,"77""",Southpaw,2.27,53%,3.76,46%,0.79,22%,27%,0.4
Shane Campbell,RECORD: 14-6-0,"6' 0""",155 lbs.,"71""",Orthodox,3.99,59%,3.19,55%,1.36,28%,82%,0.0
Rick Story,RECORD: 19-9-0,"5' 9""",170 lbs.,"71""",Southpaw,3.80,41%,2.17,62%,2.53,48%,63%,0.9
Elizabeth Phillips,RECORD: 6-6-0,"5' 6""",135 lbs.,"65""",Orthodox,2.60,33%,3.07,58%,0.75,25%,53%,0.2
Lorenz Larkin,RECORD: 18-6-0 (1 NC),"5' 11""",170 lbs.,"72""",Orthodox,3.53,46%,2.74,63%,0.27,42%,79%,0.1
Alberto Uda,RECORD: 12-2-0,"6' 3""",185 lbs.,--,Orthodox,1.79,52%,3.49,45%,2.83,50%,66%,0.0
Horacio Gutierrez,RECORD: 4-3-0,"5' 10""",145 lbs.,--,,0.86,26%,2.91,46%,0.00,0%,50%,0.0
Tatsuya Kawajiri,RECORD: 36-11-2,"5' 7""",145 lbs.,"69""",Orthodox,2.04,44%,2.01,50%,3.63,48%,63%,1.1
Francisco Rivera,RECORD: 11-7-0 (1 NC),"5' 8""",135 lbs.,"70""",Orthodox,4.07,41%,3.16,68%,1.01,63%,68%,0.6
Michael Graves,RECORD: 6-0-1,"5' 10""",170 lbs.,"71""",Orthodox,1.25,54%,1.47,58%,4.80,52%,66%,0.4
Cesar Arzamendia,RECORD: 8-3-0,"5' 11""",155 lbs.,--,Orthodox,5.37,45%,5.20,56%,7.32,75%,0%,2.4
Jim Alers,RECORD: 13-3-0 (1 NC),"5' 9""",145 lbs.,"71""",Orthodox,2.90,40%,4.38,56%,2.26,41%,80%,0.3
Michael McDonald,RECORD: 17-4-0,"5' 9""",135 lbs.,"70""",Orthodox,2.69,42%,2.76,57%,1.09,66%,52%,1.4
Josh Samman,RECORD: 13-4-0,"6' 3""",185 lbs.,"79""",Orthodox,2.08,52%,2.47,34%,1.09,33%,33%,0.4
Cristina Stanciu,RECORD: 5-2-0,"5' 3""",115 lbs.,--,Orthodox,2.50,50%,3.07,52%,0.85,100%,40%,1.7
Cody Pfister,RECORD: 13-6-1,"5' 10""",155 lbs.,"73""",Orthodox,1.41,25%,2.80,51%,2.82,30%,0%,0.0
Brock Lesnar,RECORD: 5-3-0 (1 NC),"6' 3""",265 lbs.,"81""",Orthodox,3.53,72%,2.11,50%,3.90,55%,60%,0.5
Enrique Marin,RECORD: 10-4-0,"5' 10""",170 lbs.,--,,1.43,33%,3.00,50%,2.50,38%,60%,1.0
Thiago Tavares,RECORD: 21-7-1,"5' 7""",145 lbs.,"70""",Orthodox,2.00,40%,2.31,62%,3.83,42%,62%,1.5
Fernando Bruno,RECORD: 15-4-0,"5' 6""",145 lbs.,--,,1.75,39%,1.78,48%,2.02,22%,56%,0.5
Cory Hendricks,RECORD: 3-1-0,"6' 3""",205 lbs.,--,Switch,3.13,39%,4.07,42%,0.00,0%,100%,0.0
Anton Zafir,RECORD: 7-3-0,"5' 11""",170 lbs.,--,Orthodox,2.99,64%,2.31,52%,6.11,60%,0%,0.0
Mehdi Baghdad,RECORD: 11-5-0,"6' 1""",155 lbs.,--,Orthodox,3.13,30%,4.56,46%,0.00,0%,33%,0.0
Dileno Lopes,RECORD: 19-3-0,"5' 5""",135 lbs.,--,,2.37,36%,3.33,53%,2.50,31%,100%,1.5
Jerrod Sanders,RECORD: 16-3-0 (1 NC),"5' 8""",135 lbs.,"72""",Orthodox,0.88,64%,1.14,46%,2.20,33%,50%,1.6
Rory MacDonald,RECORD: 19-4-0,"6' 0""",170 lbs.,"76""",Orthodox,3.75,42%,2.80,62%,1.77,47%,88%,0.4
Steve Bosse,RECORD: 12-2-0,"5' 11""",205 lbs.,"72""",Orthodox,5.99,52%,5.38,50%,0.92,33%,100%,0.0
Chris Beal,RECORD: 10-5-0,"5' 7""",125 lbs.,"69""",Orthodox,3.45,35%,3.18,61%,1.60,58%,78%,0.2
Yan Cabral,RECORD: 13-3-0,"5' 11""",155 lbs.,"73""",Orthodox,2.02,47%,1.98,62%,2.89,35%,37%,1.2
Dominic Waters,RECORD: 9-5-0,"6' 1""",170 lbs.,"79""",Orthodox,0.48,23%,2.53,39%,4.07,52%,28%,0.0
Willie Gates,RECORD: 12-7-0,"5' 8""",125 lbs.,"72""",Orthodox,1.80,38%,4.28,38%,0.00,0%,67%,0.4
Chris Kelades,RECORD: 9-3-0,"5' 7""",125 lbs.,"68""",Orthodox,2.40,43%,2.64,48%,1.04,18%,53%,0.3
Clint Hester,RECORD: 11-6-0,"6' 2""",205 lbs.,"77""",Orthodox,3.36,42%,3.44,56%,1.02,35%,60%,0.0
Efrain Escudero,RECORD: 28-12-0,"5' 9""",155 lbs.,"71""",Orthodox,2.92,44%,2.30,63%,1.31,40%,66%,0.8
Gabriel Gonzaga,RECORD: 17-11-0,"6' 2""",242 lbs.,"76""",Orthodox,2.12,45%,2.94,57%,2.80,39%,66%,1.1
Igor Pokrajac,RECORD: 28-13-0 (1 NC),"6' 0""",205 lbs.,"74""",Orthodox,2.25,45%,4.26,40%,0.87,29%,51%,0.2
Ian Entwistle,RECORD: 9-3-0,"5' 5""",135 lbs.,--,Orthodox,0.11,7%,7.36,31%,0.00,0%,0%,12.1
Filip Pejic,RECORD: 12-2-2,"5' 8""",135 lbs.,--,Orthodox,0.00,0%,0.88,33%,0.00,0%,0%,0.0
Lucas Martins,RECORD: 19-3-0,"6' 0""",145 lbs.,"72""",Southpaw,2.87,35%,4.14,60%,0.00,0%,76%,0.5
Robert Whiteford,RECORD: 14-4-0,"5' 9""",145 lbs.,"69""",Southpaw,2.33,46%,1.99,62%,1.90,30%,45%,0.0
Frank Mir,RECORD: 18-11-0,"6' 3""",264 lbs.,"79""",Southpaw,2.18,47%,3.84,38%,2.02,40%,54%,2.0
James Te Huna,RECORD: 16-9-0,"6' 2""",185 lbs.,"75""",Orthodox,4.04,51%,2.99,62%,2.75,37%,58%,0.2
Mark Eddiva,RECORD: 6-3-0,"5' 8""",145 lbs.,"68""",Orthodox,3.37,45%,2.98,54%,1.45,22%,63%,0.0
Rin Nakai,RECORD: 19-2-1,"5' 1""",135 lbs.,--,Orthodox,1.57,33%,3.90,60%,3.00,18%,75%,0.5
Viscardi Andrade,RECORD: 19-6-0,"5' 11""",170 lbs.,"75""",Orthodox,3.26,42%,2.77,63%,1.93,50%,66%,0.3
Tom Lawlor,RECORD: 10-6-0 (1 NC),"6' 0""",205 lbs.,"74""",Southpaw,2.50,42%,2.41,60%,2.46,32%,57%,1.4
Marcelo Guimaraes,RECORD: 9-2-1,"6' 0""",185 lbs.,"73""",Orthodox,4.67,51%,4.41,62%,1.99,13%,0%,0.0
Justin Salas,RECORD: 12-7-0,"5' 8""",155 lbs.,"70""",Southpaw,3.42,43%,2.96,68%,2.43,20%,0%,0.0
Mike Wilkinson,RECORD: 9-4-0,"5' 7""",145 lbs.,"66""",Orthodox,2.35,38%,3.70,35%,0.92,14%,55%,0.9
Chris Dempsey,RECORD: 11-5-0,"5' 10""",185 lbs.,"72""",Orthodox,2.25,32%,2.82,65%,2.64,23%,16%,0.0
Yaotzin Meza,RECORD: 21-11-0 (1 NC),"5' 9""",145 lbs.,"71""",Orthodox,1.43,41%,1.62,64%,1.06,20%,18%,1.4
Norman Parke,RECORD: 23-6-1,"5' 11""",155 lbs.,"70""",Southpaw,3.06,35%,2.88,64%,1.98,26%,77%,0.0
Martin Svensson,RECORD: 15-6-0,"6' 1""",155 lbs.,--,,2.02,38%,5.91,38%,0.00,0%,0%,0.0
Joe Riggs,RECORD: 44-17-0 (1 NC),"6' 0""",185 lbs.,"70""",Southpaw,2.41,51%,1.69,57%,2.45,55%,62%,0.6
Daniel Sarafian,RECORD: 10-6-0,"5' 9""",185 lbs.,"73""",Orthodox,2.23,46%,3.10,58%,0.36,7%,53%,0.7
Jonavin Webb,RECORD: 9-2-0 (1 NC),"5' 10""",170 lbs.,--,Orthodox,1.47,30%,2.27,64%,2.50,31%,40%,1.0
Jared Rosholt,RECORD: 14-4-0,"6' 2""",265 lbs.,"75""",Orthodox,2.08,46%,1.52,59%,1.83,41%,66%,0.1
Rafael Cavalcante,RECORD: 12-7-0 (1 NC),"6' 1""",205 lbs.,"74""",Orthodox,2.71,53%,3.62,49%,0.60,40%,63%,0.1
KJ Noons,RECORD: 13-9-0 (1 NC),"5' 10""",155 lbs.,"70""",Orthodox,3.68,35%,3.78,65%,0.08,20%,68%,0.0
Noad Lahat,RECORD: 11-2-0,"5' 9""",145 lbs.,"69""",Orthodox,2.79,46%,1.47,63%,2.37,26%,16%,2.4
Masio Fullen,RECORD: 11-7-0,"5' 10""",145 lbs.,"70""",Orthodox,2.46,32%,3.50,54%,0.47,33%,69%,0.0
Matt Dwyer,RECORD: 9-4-0,"6' 4""",170 lbs.,"76""",Orthodox,2.57,34%,3.24,54%,0.44,10%,60%,0.0
Levan Makashvili,RECORD: 15-2-1,"5' 8""",145 lbs.,"68""",Orthodox,2.87,54%,2.07,61%,3.67,42%,85%,0.0
Felipe Olivieri,RECORD: 14-5-0 (1 NC),"5' 9""",155 lbs.,--,Orthodox,6.68,58%,4.60,57%,0.00,0%,71%,0.0
Matt Mitrione,RECORD: 12-5-0,"6' 3""",265 lbs.,"82""",Switch,3.55,50%,2.79,64%,0.00,0%,55%,0.7
Daron Cruickshank,RECORD: 18-10-0 (1 NC),"5' 8""",155 lbs.,"72""",Switch,2.88,38%,2.98,57%,2.04,41%,60%,0.2
Diego Brandao,RECORD: 22-11-0,"5' 7""",145 lbs.,"64""",Orthodox,2.94,47%,3.38,62%,3.21,68%,80%,0.6
Tony Sims,RECORD: 12-4-0,"5' 11""",155 lbs.,"70""",Southpaw,1.81,63%,0.76,65%,0.71,50%,50%,0.7
Masanori Kanehara,RECORD: 26-12-5,"5' 7""",135 lbs.,"67""",Orthodox,1.88,49%,1.63,62%,1.44,50%,63%,0.9
Sheldon Westcott,RECORD: 10-3-1,"6' 1""",170 lbs.,"71""",Southpaw,2.26,40%,3.73,37%,3.23,37%,14%,0.0
Edgar Garcia,RECORD: 14-5-0,"5' 10""",170 lbs.,"71""",Orthodox,3.16,29%,4.23,60%,2.21,57%,50%,0.6
Sarah Kaufman,RECORD: 18-4-0 (1 NC),"5' 5""",135 lbs.,"66""",Orthodox,6.65,46%,4.00,62%,0.38,57%,81%,0.0
Danny Castillo,RECORD: 17-10-0,"5' 9""",155 lbs.,"71""",Orthodox,2.57,42%,1.96,62%,2.95,38%,63%,0.2
Hayder Hassan,RECORD: 6-3-0,"5' 10""",170 lbs.,--,,2.11,46%,3.16,48%,0.00,0%,25%,0.0
Marcio Alexandre Junior,RECORD: 17-4-0,"6' 0""",185 lbs.,"75""",Southpaw,1.61,45%,2.89,42%,0.35,20%,66%,0.7
Marcin Wrzosek,RECORD: 12-4-0,"5' 9""",155 lbs.,--,,3.47,43%,4.07,43%,3.00,25%,33%,0.0
Konstantin Erokhin,RECORD: 9-3-0,"5' 11""",230 lbs.,--,Orthodox,1.07,36%,1.83,47%,0.00,0%,70%,0.0
Mike Pierce,RECORD: 17-7-0,"5' 8""",170 lbs.,"71""",Orthodox,2.62,42%,2.36,62%,3.08,42%,71%,0.2
Abner Lloveras,RECORD: 20-9-1,"5' 11""",155 lbs.,--,,6.27,49%,6.87,43%,2.00,20%,0%,0.0
John Howard,RECORD: 24-13-0,"5' 7""",170 lbs.,"72""",Orthodox,2.15,50%,3.08,51%,2.70,49%,53%,0.4
Andreas Stahl,RECORD: 10-4-0,"5' 11""",170 lbs.,--,Orthodox,2.83,37%,4.74,57%,1.55,66%,80%,0.0
Emily Kagan,RECORD: 3-3-0,"5' 3""",115 lbs.,--,,2.60,36%,5.29,38%,1.86,14%,50%,0.0
Benson Henderson,RECORD: 24-7-0,"5' 9""",170 lbs.,"70""",Southpaw,2.93,45%,1.79,63%,2.40,45%,63%,0.8
Yoshihiro Akiyama,RECORD: 14-6-0 (2 NC),"5' 10""",170 lbs.,"75""",Orthodox,3.10,41%,3.62,57%,2.29,67%,92%,1.0
Dongi Yang,RECORD: 13-3-0,"5' 10""",185 lbs.,"73""",Southpaw,3.55,51%,3.21,63%,1.70,41%,61%,0.5
Yui Chul Nam,RECORD: 18-8-1,"5' 9""",145 lbs.,--,Orthodox,3.53,51%,2.00,48%,1.33,16%,57%,0.3
Leo Kuntz,RECORD: 18-4-1,"5' 10""",155 lbs.,--,Orthodox,1.68,32%,3.80,45%,1.99,25%,33%,0.7
Scott Jorgensen,RECORD: 15-12-0,"5' 5""",135 lbs.,"66""",Orthodox,3.37,40%,3.41,65%,2.61,45%,59%,0.7
Vernon Ramos Ho,RECORD: 3-1-0,"5' 6""",170 lbs.,--,Orthodox,4.00,25%,8.00,55%,0.00,0%,0%,0.0
Valmir Lazaro,RECORD: 15-5-0,"6' 0""",155 lbs.,"73""",Orthodox,4.87,37%,4.09,61%,1.33,40%,96%,0.0
Akbarh Arreola,RECORD: 23-11-1,,,,,2.32,45%,4.01,56%,1.07,100%,33%,0.4
Anthony Perosh,RECORD: 15-10-0,,,,,,,3.77,53%,2.03,22%,33%,1.1
Danny Martinez,RECORD: 21-8-0,,,,,2.73,28%,3.77,63%,3.00,45%,36%,0.0
Richie Vaculik,RECORD: 10-4-0,,,,,3.69,46%,4.09,57%,3.00,45%,31%,1.0
Steve Montgomery,RECORD: 9-5-0,,,,,4.85,39%,4.12,47%,0.00,0%,64%,0.0
Steve Kennedy,RECORD: 24-8-0,,,,,,,,,,,,
Piotr Hallmann,RECORD: 18-6-0,,,,,,,,,,,,
Fabio Maldonado,RECORD: 23-11-0,,205 lbs.,"75""",Orthodox,5.29,58%,4.31,53%,0.44,57%,61%,0.6
Edimilson Souza,RECORD: 15-5-0,"6' 0""",145 lbs.,"74""",Orthodox,4.65,44%,2.91,58%,0.00,0%,50%,0.0
Gasan Umalatov,RECORD: 17-4-2,"5' 11""",170 lbs.,"71""",Orthodox,2.23,39%,4.10,59%,0.75,17%,90%,0.0
Bruno Korea,RECORD: 7-3-0,,,"65""",,2.12,34%,3.96,42%,0.00,0%,25%,0.0
Paddy Holohan,RECORD: 12-2-1,,,,,2.13,46%,2.81,46%,2.88,47%,71%,1.3
Jon Delos Reyes,RECORD: 8-5-0,,,,,,,,,,,,
Mickael Lebout,RECORD: 16-7-1 (1 NC),,,,,,,2.98,54%,0.00,0%,60%,0.0
Aisling Daly,RECORD: 16-6-0,,,,,,,,,,,,
Ericka Almeida,RECORD: 7-3-0,,,,,,,,,,,,
Cathal Pendred,RECORD: 17-4-1,"6' 1""",170 lbs.,"75""",Orthodox,2.49,44%,3.01,55%,2.46,23%,83%,0.4
Bubba Bush,RECORD: 8-3-0 (1 NC),,,,,0.63,55%,7.01,25%,2.82,50%,60%,0.0
Ruslan Magomedov,RECORD: 14-1-0,,,,,,,,,,,,
Shawn Jordan,RECORD: 19-8-0,"6' 0""",260 lbs.,"75""",Southpaw,2.87,50%,3.30,47%,1.97,38%,76%,0.1
Francisco Trevino,RECORD: 13-3-0,,,,,2.65,42%,2.42,64%,0.97,22%,41%,0.0
Chris Cariaso,RECORD: 17-8-0,,,,,,,,,,,,
Chico Camus,RECORD: 17-7-0 (1 NC),,,,,,,,,,,,
George Roop,RECORD: 15-13-1,,,,,,,,,,,,
Katsunori Kikuno,RECORD: 24-8-2,,,,,2.64,40%,2.47,61%,1.88,75%,76%,0.8
Naoyuki Kotani,RECORD: 34-14-7,,,,,,,2.89,50%,0.83,16%,46%,0.8
Roger Zapata,RECORD: 4-2-0,,,,,,,,,,,,
Clay Collard,RECORD: 14-7-0 (1 NC),,,,,,,,,,,,
Ron Stallings,RECORD: 14-8-0 (1 NC),"6' 2""",170 lbs.,"75""",Southpaw,3.22,60%,3.26,51%,0.00,0%,71%,0.0
Nazareno Malegarie,RECORD: 28-4-0,,,,,3.87,34%,3.27,69%,1.00,33%,0%,0.0
Sam Stout,RECORD: 20-12-1,,,,,,,,,,,,
Yves Jabouin,RECORD: 20-11-0,,,,,,,,,,,,
Elias Silverio,RECORD: 13-3-0,,,,,,,2.97,51%,1.62,38%,85%,0.2
Tom Watson,RECORD: 17-9-0,,,,,,,,,,,,
Sirwan Kakai,RECORD: 12-5-0,,,,,,,,,,,,
Roman Salazar,RECORD: 10-6-0 (1 NC),,,,,1.95,39%,2.89,57%,1.77,18%,50%,0.0
Anthony Christodoulou,RECORD: 12-7-0,,,,,,,,45%,0.00,0%,40%,0.0
Antonio Rodrigo Nogueira,RECORD: 34-10-1 (1 NC),"6' 3""",240 lbs.,"77""",Orthodox,1.95,42%,2.40,55%,1.30,29%,36%,2.4
Soa Palelei,RECORD: 22-5-0,,,,,2.47,57%,2.68,48%,2.20,47%,66%,0.0
Hugo Viana,RECORD: 8-4-0,,,,,3.05,38%,3.20,57%,0.22,6%,50%,0.0
Ramsey Nijem,RECORD: 9-6-0,"5' 11""",155 lbs.,"75""",Orthodox,3.05,44%,1.62,62%,5.32,62%,55%,1.1
Jessamyn Duke,RECORD: 3-5-0 (1 NC),,,,,4.83,53%,4.43,57%,1.27,36%,50%,1.9
Ivan Jorge,RECORD: 27-7-0,,,,,3.41,49%,2.91,59%,1.56,16%,75%,0.6
Pawel Pawlak,RECORD: 12-3-0,,,,,1.67,33%,2.22,53%,1.00,37%,70%,0.0
Leonardo Mafra,RECORD: 13-4-0,,,,,,,,,,,,
Vaughan Lee,RECORD: 14-13-1,,,,,3.47,47%,2.07,70%,0.81,33%,72%,1.0
Hans Stringer,RECORD: 22-8-3,,,,,,,,,,,,
Paul Redmond,RECORD: 12-7-0,,,,,0.72,34%,2.99,41%,0.00,0%,50%,0.0
Marcus Brimage,RECORD: 7-7-0,,,,,,,,,,,,
Josh Thomson,RECORD: 22-9-0 (1 NC),,,,,,,,,,,54%,1.3
Igor Araujo,RECORD: 25-9-0 (1 NC),,,,,,,,,,,,
Ildemar Alcantara,RECORD: 21-11-0,"6' 2""",185 lbs.,"78""",Orthodox,1.93,38%,2.63,50%,2.00,68%,81%,0.9
Andrew Craig,RECORD: 9-4-0,"6' 1""",170 lbs.,"76""",Orthodox,2.39,40%,3.01,50%,0.53,37%,72%,0.0
Dan Miller,RECORD: 14-8-0 (1 NC),,,,,,,,,,,,
Darrell Montague,RECORD: 13-5-0,,,,,,,,,,,,
Mike Swick,RECORD: 15-6-0,,,,,,,,,,,,
Yosdenis Cedeno,RECORD: 10-6-1,,,"69""",Orthodox,1.64,29%,1.60,67%,0.00,0%,31%,0.3
Eddie Gordon,RECORD: 8-4-0,,,,,,,,,,,,
Joe Merritt,RECORD: 7-2-0,"6' 0""",170 lbs.,--,Orthodox,1.53,58%,0.73,66%,0.00,0%,68%,0.0
Lewis Gonzalez,RECORD: 11-3-0,,,,,,,,,,,,
Alan Omer,RECORD: 20-5-0,,,,,,,,,,42%,66%,0.0
Niklas Backstrom,RECORD: 11-3-0 (1 NC),,,,,,,,,,,,
Antonio Dos Santos,RECORD: 6-4-0,,,--,Orthodox,5.40,51%,3.94,43%,0.00,0%,100%,0.0
Brian Ebersole,RECORD: 51-18-1 (1 NC),,,,,,,,56%,1.70,23%,61%,0.1
Justin Edwards,RECORD: 9-5-0,,,,,,,,,,,,1.0
Ricardo Abreu,RECORD: 5-1-0,,,,,,,,,,,,
Leonardo Morales,RECORD: 6-2-0,"5' 8""",135 lbs.,--,Southpaw,2.05,47%,2.05,58%,0.00,0%,62%,0.0
Ryan Jimmo,RECORD: 19-5-0,,,,,3.12,66%,2.77,46%,0.45,28%,87%,0.0
Wendell Oliveira Marques,RECORD: 29-10-0,,,,,,,,,,,,
Luiz Dutra,RECORD: 13-6-1,,,,,,,,,,,,
Josh Sampo,RECORD: 11-5-0,"5' 4""",125 lbs.,"64""",Orthodox,1.99,36%,2.96,55%,1.06,33%,40%,2.1
Constantinos Philippou,RECORD: 13-5-0 (1 NC),,,,,,,,,,,,
Mark Munoz,RECORD: 14-6-0,,,,,,,,,,,,
Luke Barnatt,RECORD: 13-4-0,,,,,,36%,3.87,59%,0.63,42%,63%,0.4
Zhang Lipeng,RECORD: 23-9-1,,,,,,,,,,,,
Royston Wee,RECORD: 4-1-0,,,,,,,,,,,,
Roldan Sangcha'an,RECORD: 4-2-0,,,,,,,,51%,1.94,60%,68%,0.0
Nolan Ticman,RECORD: 4-3-0,,,,,,,,,,,,
Hatsu Hioki,RECORD: 29-10-2,,,,,,,,,,,,
Lisa Ellis,RECORD: 15-11-0,,,,,1.68,48%,2.32,57%,4.19,63%,50%,0.6
Dylan Andrews,RECORD: 18-7-0 (1 NC),,,,,,,,,,,,
Vik Grujic,RECORD: 6-6-0,,,,,,,,41%,1.18,33%,26%,0.4
Alptekin Ozkilic,RECORD: 9-5-0,,,,,,,,,,,,
Quinton Jackson,RECORD: 37-12-0,"6' 1""",205 lbs.,"73""",Orthodox,3.25,54%,2.51,55%,1.52,56%,73%,0.1
David Michaud,RECORD: 11-3-0,,,,,3.25,43%,4.45,54%,2.53,58%,77%,0.7
Chris Clements,RECORD: 12-6-0 (1 NC),,,,,3.20,49%,2.37,44%,0.00,0%,32%,0.3
Jessica Rakoczy,RECORD: 1-5-0 (1 NC),,,,,,,,,,,,
Jimy Hettes,RECORD: 11-3-0,,,,,,,,,5.20,44%,61%,1.4
Mirko Filipovic,RECORD: 35-11-2 (1 NC),,,,,,,,,,,,
Seth Baczynski,RECORD: 20-14-0,,170 lbs.,"75""",Orthodox,3.08,31%,3.14,51%,0.89,16%,48%,0.8
Izabela Badurek,RECORD: 6-3-0,,,,,,,,,1.75,12%,100%,0.0
Marcin Bandel,RECORD: 15-7-0,,,,,0.79,50%,5.26,23%,0.00,0%,0%,0.0
Rocky Lee,RECORD: 3-2-0,,,,,,,,,,,,
Robert Peralta,RECORD: 18-8-0 (1 NC),,,,,,,,,,,,
Justin Jones,RECORD: 9-2-0,,,,,,,,,,,,0.5
Josh Koscheck,RECORD: 17-11-0,,,,,,,,,,,,
Shayna Baszler,RECORD: 15-11-0,,,,,2.49,30%,6.36,51%,0.67,18%,44%,1.3
Cain Carrizosa,RECORD: 10-3-0,,,,,,,,,,,,
Jorge de Oliveira,RECORD: 9-2-0,,,,,1.26,31%,4.84,48%,0.00,0%,22%,0.0
Bentley Syler,RECORD: 5-1-0,,,,,,,,,,,,
Roger Narvaez,RECORD: 8-3-0,,,,,,,,,,,,
Josh Copeland,RECORD: 12-4-0,,,,,,,,,,,,
Jake Lindsey,RECORD: 12-7-0,"5' 11""",155 lbs.,--,Switch,3.44,52%,4.01,46%,0.65,33%,50%,0.0
Larissa Pacheco,RECORD: 10-2-0,,,,,,,,,,,0%,0.0
Norifumi Yamamoto,RECORD: 18-6-0 (2 NC),,,,,,,,,,,,
Ruan Potts,RECORD: 11-6-0,"6' 2""",247 lbs.,"75""",Orthodox,0.85,37%,5.92,22%,0.75,16%,33%,2.3
Alex Torres,RECORD: 5-4-0,,,,,2.47,37%,2.73,69%,2.00,22%,50%,0.0
William Macario,RECORD: 9-3-0,,,,,,,,,,,,
Josh Shockley,RECORD: 11-4-0,"6' 1""",155 lbs.,--,Orthodox,1.40,33%,1.75,60%,0.00,0%,61%,0.8
Patrick Walsh,RECORD: 10-3-0,,,,,2.03,19%,2.83,64%,3.00,54%,100%,1.5
Rodrigo de Lima,RECORD: 8-3-1,,,,,,,,,,,0%,1.3
Ian McCall,RECORD: 13-5-1,,,,,,,,,,,,0.0
Richardson Moreira,RECORD: 7-4-0,,,,,,,,,,,,
Andy Enz,RECORD: 10-4-0,,,,,,,,,0.00,0%,58%,0.0
Phil Davis,RECORD: 17-4-0 (1 NC),,,,,,,,,,,,
Akira Corassani,RECORD: 12-6-0 (1 NC),"5' 8""",145 lbs.,"68""",Orthodox,3.25,45%,4.91,50%,0.70,28%,86%,0.0
Andy Ogle,RECORD: 9-6-0,"5' 8""",145 lbs.,"69""",Orthodox,2.24,44%,2.23,50%,1.44,26%,58%,0.0
Stanislav Nedkov,RECORD: 12-2-0 (1 NC),,,,,,,,,,,,
Shane Howell,RECORD: 13-10-0,,,,,,,2.55,42%,0.00,0%,20%,0.0
Matt Van Buren,RECORD: 7-6-0,,,,,,,,,,,,
Tateki Matsuda,RECORD: 13-8-0,,,,,3.20,34%,3.43,69%,0.00,0%,16%,0.0
Louis Gaudinot,RECORD: 8-4-0 (1 NC),,,,,2.34,37%,6.42,48%,0.57,40%,31%,1.1
Rodrigo Damm,RECORD: 13-9-0,,,,,,,,,,,,
Mats Nilsson,RECORD: 11-4-1,"6' 1""",170 lbs.,--,Orthodox,2.99,39%,5.62,63%,3.87,83%,44%,2.3
Alexis Dufresne,RECORD: 6-3-0,,,,,1.33,27%,3.33,60%,1.50,50%,50%,0.0
Mike Rhodes,RECORD: 10-5-0,,,,,3.20,39%,4.13,64%,0.96,33%,75%,0.5
Tom Niinimaki,RECORD: 22-8-1,,,,,,,,,,,,
Jamie Varner,RECORD: 21-11-1 (2 NC),,,,,2.92,34%,2.55,58%,3.49,53%,66%,0.8
Joe Ellenberger,RECORD: 15-2-0,,,,,,,,,,,,
Garett Whiteley,RECORD: 7-3-0,"6' 0""",155 lbs.,"72""",Orthodox,3.72,48%,4.04,46%,0.00,0%,27%,0.9
Dustin Kimura,RECORD: 11-3-0,,,,,1.33,21%,3.82,51%,0.93,37%,50%,2.2
Brendan Schaub,RECORD: 10-5-0,,,,,,,,,,,,
Matt Hobar,RECORD: 9-3-0,,,,,,,,,,,,
Isaac Vallie-Flagg,RECORD: 16-7-1,,,,,,,,,,,,
Yves Edwards,RECORD: 42-22-1 (1 NC),,,,,,,,,,,,
Juan Manuel Puig,RECORD: 11-4-0,,,,,,,,,,,,0.0
Chris Heatherly,RECORD: 9-4-0 (1 NC),,,,,,,,,,,,
Humberto Brown Morrison,RECORD: 4-6-0,,,,,,,,,,,,
Rodolfo Rubio Perez,RECORD: 10-16-1,,,,,,,,,,,,
Charlie Brenneman,RECORD: 19-8-0,"5' 10""",155 lbs.,"70""",Orthodox,1.52,56%,1.55,46%,4.23,42%,72%,0.0
Tim Gorman,RECORD: 9-4-0,,,,,,,,,1.00,9%,33%,0.0
Wagner Silva,RECORD: 6-3-0,,,,,,,,,,,,
Vagner Rocha,RECORD: 14-4-0,"5' 10""",155 lbs.,"73""",Orthodox,2.64,42%,4.50,48%,1.40,33%,50%,1.9
Guto Inocente,RECORD: 7-4-0,,,,,,,,,,,,
Luke Zachrich,RECORD: 14-4-0,,,,,,,,,,,,
Jumabieke Tuerxun,RECORD: 19-4-1,,,,,1.60,28%,3.08,59%,0.47,11%,66%,0.9
Fabricio Camoes,RECORD: 14-9-1,,,,,1.29,33%,1.85,61%,2.34,32%,20%,1.5
Bruno Santos,RECORD: 15-2-0,,,,,,,,,,,,
Anthony Njokuani,RECORD: 16-12-0 (1 NC),"6' 1""",155 lbs.,"75""",Orthodox,3.94,46%,2.41,65%,0.50,45%,53%,0.2
Tor Troeng,RECORD: 16-7-1,,,,,,,,,,,,
Ernest Chavez,RECORD: 10-2-0,"5' 8""",145 lbs.,"70""",Orthodox,2.79,40%,3.89,59%,0.89,33%,50%,0.0
Amir Sadollah,RECORD: 6-5-0,,170 lbs.,"75""",Orthodox,4.71,46%,3.55,60%,0.57,27%,60%,0.3
Takenori Sato,RECORD: 19-11-7 (1 NC),,,,,,,,,,,,
Kazuki Tokudome,RECORD: 18-7-1,,,,,2.26,41%,3.63,53%,2.00,38%,78%,0.0
