Win/Loss,Fighters,KD,Str,Td,Sub,Weight Class,Method,Round,Time,Event Name,Date,Location
WIN,"Cynthia Calvillo, Pearl Gonzalez","0, 0","50, 37","1, 2","3, 1",Women's,"SUB, Rear Naked Choke",3,3:45,UFC 210: Cormier vs. Johnson 2,"DATE: April 08, 2017","LOCATION: Buffalo, New York, USA"
WIN,"Thiago Alves, Patrick Cote","2, 0","79, 44","1, 0","0, 0",Welterweight,U-DEC,3,5:00,UFC 210: Cormier vs. Johnson 2,"DATE: April 08, 2017","LOCATION: Buffalo, New York, USA"
WIN,"Charles Oliveira, Will Brooks","0, 0","3, 4","2, 0","1, 0",Lightweight,"SUB, Rear Naked Choke",1,2:30,UFC 210: Cormier vs. Johnson 2,"DATE: April 08, 2017","LOCATION: Buffalo, New York, USA"
WIN,"Myles Jury, Mike de la Torre","0, 0","36, 0","1, 0","0, 0",Featherweight,"KO/TKO, Punches",1,3:30,UFC 210: Cormier vs. Johnson 2,"DATE: April 08, 2017","LOCATION: Buffalo, New York, USA"
WIN,"Kamaru Usman, Sean Strickland","1, 0","90, 27","2, 0","0, 0",Welterweight,U-DEC,3,5:00,UFC 210: Cormier vs. Johnson 2,"DATE: April 08, 2017","LOCATION: Buffalo, New York, USA"
WIN,"Shane Burgos, Charles Rosa","1, 0","77, 86","0, 1","0, 0",Featherweight,"KO/TKO, Punch",3,1:59,UFC 210: Cormier vs. Johnson 2,"DATE: April 08, 2017","LOCATION: Buffalo, New York, USA"
WIN,"Patrick Cummins, Jan Blachowicz","0, 1","73, 53","3, 1","0, 0",Light,U-DEC,3,5:00,UFC 210: Cormier vs. Johnson 2,"DATE: April 08, 2017","LOCATION: Buffalo, New York, USA"
WIN,"Gregor Gillespie, Andrew Holbrook","1, 0","8, 4","0, 0","0, 0",Lightweight,"KO/TKO, Punch",1,0:21,UFC 210: Cormier vs. Johnson 2,"DATE: April 08, 2017","LOCATION: Buffalo, New York, USA"
WIN,"Desmond Green, Josh Emmett","0, 0","57, 41","1, 0","0, 0",Lightweight,S-DEC,3,5:00,UFC 210: Cormier vs. Johnson 2,"DATE: April 08, 2017","LOCATION: Buffalo, New York, USA"
WIN,"Katlyn Cerminara, Irene Aldana","0, 0","105, 84","0, 0","0, 0",Women's,S-DEC,3,5:00,UFC 210: Cormier vs. Johnson 2,"DATE: April 08, 2017","LOCATION: Buffalo, New York, USA"
WIN,"Bibulatov Magomed, Jenel Lausa","0, 0","51, 10","2, 0","0, 0",Flyweight,U-DEC,3,5:00,UFC 210: Cormier vs. Johnson 2,"DATE: April 08, 2017","LOCATION: Buffalo, New York, USA"
WIN,"Jimi Manuwa, Corey Anderson","1, 0","6, 6","0, 0","0, 0",Light,"KO/TKO, Punch",1,3:05,UFC Fight Night: Manuwa vs. Anderson,"DATE: March 18, 2017","LOCATION: London, England, United Kingdom"
WIN,"Gunnar Nelson, Alan Jouban","0, 0","8, 17","1, 0","1, 0",Welterweight,"SUB, Guillotine Choke",2,0:46,UFC Fight Night: Manuwa vs. Anderson,"DATE: March 18, 2017","LOCATION: London, England, United Kingdom"
WIN,"Marlon Vera, Brad Pickett","1, 0","67, 51","0, 2","0, 0",Catch,"KO/TKO, Kick",3,3:50,UFC Fight Night: Manuwa vs. Anderson,"DATE: March 18, 2017","LOCATION: London, England, United Kingdom"
WIN,"Arnold Allen, Makwan Amirkhani","0, 0","32, 17","3, 4","1, 3",Featherweight,S-DEC,3,5:00,UFC Fight Night: Manuwa vs. Anderson,"DATE: March 18, 2017","LOCATION: London, England, United Kingdom"
WIN,"Joe Duffy, Reza Madadi","0, 0","51, 28","0, 2","0, 0",Lightweight,U-DEC,3,5:00,UFC Fight Night: Manuwa vs. Anderson,"DATE: March 18, 2017","LOCATION: London, England, United Kingdom"
WIN,"Francimar Barroso, Darren Stewart","0, 0","28, 31","7, 1","0, 0",Light,U-DEC,3,5:00,UFC Fight Night: Manuwa vs. Anderson,"DATE: March 18, 2017","LOCATION: London, England, United Kingdom"
WIN,"Timothy Johnson, Daniel Omielanczuk","0, 0","52, 54","1, 0","0, 0",Heavyweight,S-DEC,3,5:00,UFC Fight Night: Manuwa vs. Anderson,"DATE: March 18, 2017","LOCATION: London, England, United Kingdom"
WIN,"Leon Edwards, Vicente Luque","0, 0","53, 24","3, 2","0, 0",Welterweight,U-DEC,3,5:00,UFC Fight Night: Manuwa vs. Anderson,"DATE: March 18, 2017","LOCATION: London, England, United Kingdom"
WIN,"Marc Diakiese, Teemu Packalen","1, 0","6, 1","0, 0","0, 0",Lightweight,"KO/TKO, Punch",1,0:30,UFC Fight Night: Manuwa vs. Anderson,"DATE: March 18, 2017","LOCATION: London, England, United Kingdom"
WIN,"Brad Scott, Scott Askham","1, 0","72, 86","0, 1","0, 0",Middleweight,S-DEC,3,5:00,UFC Fight Night: Manuwa vs. Anderson,"DATE: March 18, 2017","LOCATION: London, England, United Kingdom"
WIN,"Lina Lansberg, Lucie Pudilova","0, 0","80, 99","1, 0","0, 0",Women's,U-DEC,3,5:00,UFC Fight Night: Manuwa vs. Anderson,"DATE: March 18, 2017","LOCATION: London, England, United Kingdom"
"NC, NC","Vitor Belfort, Kelvin Gastelum","0, 2","10, 26","0, 0","0, 0",Middleweight,"Overturned, Punch",1,3:52,UFC Fight Night: Belfort vs. Gastelum,"DATE: March 11, 2017","LOCATION: Fortaleza, Ceara, Brazil"
WIN,"Mauricio Rua, Gian Villante","2, 0","94, 55","2, 0","0, 0",Light,"KO/TKO, Punch",3,0:59,UFC Fight Night: Belfort vs. Gastelum,"DATE: March 11, 2017","LOCATION: Fortaleza, Ceara, Brazil"
WIN,"Edson Barboza, Beneil Dariush","1, 0","30, 51","0, 0","0, 0",Lightweight,"KO/TKO, Flying Knee",2,3:35,UFC Fight Night: Belfort vs. Gastelum,"DATE: March 11, 2017","LOCATION: Fortaleza, Ceara, Brazil"
WIN,"Ray Borg, Jussier Formiga","0, 0","36, 30","0, 0","0, 0",Flyweight,U-DEC,3,5:00,UFC Fight Night: Belfort vs. Gastelum,"DATE: March 11, 2017","LOCATION: Fortaleza, Ceara, Brazil"
"DRAW, DRAW","Bethe Correia, Marion Reneau","0, 0","43, 75","2, 0","0, 0",Women's,M-DEC,3,5:00,UFC Fight Night: Belfort vs. Gastelum,"DATE: March 11, 2017","LOCATION: Fortaleza, Ceara, Brazil"
WIN,"Alex Oliveira, Tim Means","0, 0","12, 9","6, 0","1, 0",Welterweight,"SUB, Rear Naked Choke",2,2:38,UFC Fight Night: Belfort vs. Gastelum,"DATE: March 11, 2017","LOCATION: Fortaleza, Ceara, Brazil"
WIN,"Kevin Lee, Francisco Trinaldo","0, 0","15, 25","1, 0","1, 1",Lightweight,"SUB, Rear Naked Choke",2,3:12,UFC Fight Night: Belfort vs. Gastelum,"DATE: March 11, 2017","LOCATION: Fortaleza, Ceara, Brazil"
WIN,"Sergio Moraes, Davi Ramos","0, 0","39, 35","0, 0","0, 0",Welterweight,U-DEC,3,5:00,UFC Fight Night: Belfort vs. Gastelum,"DATE: March 11, 2017","LOCATION: Fortaleza, Ceara, Brazil"
WIN,"Joe Soto, Rani Yahya","0, 0","54, 59","1, 1","2, 0",Bantamweight,U-DEC,3,5:00,UFC Fight Night: Belfort vs. Gastelum,"DATE: March 11, 2017","LOCATION: Fortaleza, Ceara, Brazil"
WIN,"Michel Prazeres, Joshua Burkman","0, 0","24, 1","2, 0","1, 0",Lightweight,"SUB, North-South Choke",1,1:42,UFC Fight Night: Belfort vs. Gastelum,"DATE: March 11, 2017","LOCATION: Fortaleza, Ceara, Brazil"
WIN,"Jeremy Kennedy, Rony Jason","0, 1","46, 18","8, 0","0, 0",Featherweight,U-DEC,3,5:00,UFC Fight Night: Belfort vs. Gastelum,"DATE: March 11, 2017","LOCATION: Fortaleza, Ceara, Brazil"
WIN,"Paulo Costa, Garreth McLellan","1, 0","22, 6","0, 0","0, 0",Middleweight,"KO/TKO, Punch",1,1:17,UFC Fight Night: Belfort vs. Gastelum,"DATE: March 11, 2017","LOCATION: Fortaleza, Ceara, Brazil"
WIN,"Tyron Woodley, Stephen Thompson","1, 0","54, 53","1, 0","0, 0",Welterweight,M-DEC,5,5:00,UFC 209: Woodley vs. Thompson 2,"DATE: March 04, 2017","LOCATION: Las Vegas, Nevada, USA"
WIN,"David Teymur, Lando Vannata","0, 0","90, 76","2, 1","0, 0",Lightweight,U-DEC,3,5:00,UFC 209: Woodley vs. Thompson 2,"DATE: March 04, 2017","LOCATION: Las Vegas, Nevada, USA"
WIN,"Daniel Kelly, Rashad Evans","0, 0","74, 53","0, 1","0, 0",Middleweight,S-DEC,3,5:00,UFC 209: Woodley vs. Thompson 2,"DATE: March 04, 2017","LOCATION: Las Vegas, Nevada, USA"
WIN,"Cynthia Calvillo, Amanda Cooper","0, 0","13, 7","1, 0","3, 0",Women's,"SUB, Rear Naked Choke",1,3:19,UFC 209: Woodley vs. Thompson 2,"DATE: March 04, 2017","LOCATION: Las Vegas, Nevada, USA"
WIN,"Alistair Overeem, Mark Hunt","1, 0","55, 21","0, 0","0, 0",Heavyweight,"KO/TKO, Knees",3,1:44,UFC 209: Woodley vs. Thompson 2,"DATE: March 04, 2017","LOCATION: Las Vegas, Nevada, USA"
WIN,"Marcin Tybura, Luis Henrique","0, 0","50, 14","1, 3","0, 1",Heavyweight,"KO/TKO, Punches",3,3:46,UFC 209: Woodley vs. Thompson 2,"DATE: March 04, 2017","LOCATION: Las Vegas, Nevada, USA"
WIN,"Darren Elkins, Mirsad Bektic","1, 0","28, 60","0, 4","1, 0",Featherweight,"KO/TKO, Kick",3,3:19,UFC 209: Woodley vs. Thompson 2,"DATE: March 04, 2017","LOCATION: Las Vegas, Nevada, USA"
WIN,"Iuri Alcantara, Luke Sanders","0, 0","23, 94","1, 1","1, 0",Bantamweight,"SUB, Kneebar",2,3:13,UFC 209: Woodley vs. Thompson 2,"DATE: March 04, 2017","LOCATION: Las Vegas, Nevada, USA"
WIN,"Mark Godbeer, Daniel Spitz","0, 0","92, 51","0, 1","0, 0",Heavyweight,U-DEC,3,5:00,UFC 209: Woodley vs. Thompson 2,"DATE: March 04, 2017","LOCATION: Las Vegas, Nevada, USA"
WIN,"Tyson Pedro, Paul Craig","1, 0","23, 12","0, 0","0, 0",Light,"KO/TKO, Elbows",1,4:10,UFC 209: Woodley vs. Thompson 2,"DATE: March 04, 2017","LOCATION: Las Vegas, Nevada, USA"
WIN,"Albert Morales, Andre Soukhamthath","0, 0","56, 46","1, 0","0, 0",Bantamweight,S-DEC,3,5:00,UFC 209: Woodley vs. Thompson 2,"DATE: March 04, 2017","LOCATION: Las Vegas, Nevada, USA"
WIN,"Derrick Lewis, Travis Browne","1, 0","39, 21","0, 0","0, 0",Heavyweight,"KO/TKO, Punch",2,3:12,UFC Fight Night: Lewis vs. Browne,"DATE: February 19, 2017","LOCATION: Halifax, Nova Scotia, Canada"
WIN,"Johny Hendricks, Hector Lombard","0, 0","51, 37","0, 2","0, 0",Middleweight,U-DEC,3,5:00,UFC Fight Night: Lewis vs. Browne,"DATE: February 19, 2017","LOCATION: Halifax, Nova Scotia, Canada"
WIN,"Gavin Tucker, Sam Sicilia","0, 0","55, 10","1, 0","0, 0",Featherweight,U-DEC,3,5:00,UFC Fight Night: Lewis vs. Browne,"DATE: February 19, 2017","LOCATION: Halifax, Nova Scotia, Canada"
WIN,"Elias Theodorou, Cezar Ferreira","0, 0","38, 11","1, 3","0, 2",Middleweight,U-DEC,3,5:00,UFC Fight Night: Lewis vs. Browne,"DATE: February 19, 2017","LOCATION: Halifax, Nova Scotia, Canada"
WIN,"Sara McMann, Gina Mazany","0, 0","7, 0","2, 0","1, 0",Women's,"SUB, Arm Triangle",1,1:14,UFC Fight Night: Lewis vs. Browne,"DATE: February 19, 2017","LOCATION: Halifax, Nova Scotia, Canada"
WIN,"Paul Felder, Alex Ricci","1, 0","23, 21","0, 0","0, 0",Lightweight,"KO/TKO, Elbow",1,4:44,UFC Fight Night: Lewis vs. Browne,"DATE: February 19, 2017","LOCATION: Halifax, Nova Scotia, Canada"
WIN,"Santiago Ponzinibbio, Nordine Taleb","1, 0","53, 48","0, 0","0, 0",Welterweight,U-DEC,3,5:00,UFC Fight Night: Lewis vs. Browne,"DATE: February 19, 2017","LOCATION: Halifax, Nova Scotia, Canada"
WIN,"Randa Markos, Carla Esparza","0, 0","48, 32","0, 4","0, 1",Women's,S-DEC,3,5:00,UFC Fight Night: Lewis vs. Browne,"DATE: February 19, 2017","LOCATION: Halifax, Nova Scotia, Canada"
WIN,"Aiemann Zahabi, Reginaldo Vieira","1, 0","44, 64","0, 2","0, 0",Bantamweight,U-DEC,3,5:00,UFC Fight Night: Lewis vs. Browne,"DATE: February 19, 2017","LOCATION: Halifax, Nova Scotia, Canada"
WIN,"Thiago Santos, Jack Marshman","1, 1","27, 6","1, 0","0, 0",Middleweight,"KO/TKO, Kick",2,2:21,UFC Fight Night: Lewis vs. Browne,"DATE: February 19, 2017","LOCATION: Halifax, Nova Scotia, Canada"
WIN,"Gerald Meerschaert, Ryan Janes","0, 0","3, 3","0, 1","1, 0",Middleweight,"SUB, Armbar",1,1:34,UFC Fight Night: Lewis vs. Browne,"DATE: February 19, 2017","LOCATION: Halifax, Nova Scotia, Canada"
WIN,"Germaine de Randamie, Holly Holm","0, 0","80, 77","0, 0","0, 0",Women's,U-DEC,5,5:00,UFC 208: Holm vs. De Randamie,"DATE: February 11, 2017","LOCATION: Brooklyn, New York, USA"
WIN,"Anderson Silva, Derek Brunson","0, 0","43, 54","0, 2","0, 0",Middleweight,U-DEC,3,5:00,UFC 208: Holm vs. De Randamie,"DATE: February 11, 2017","LOCATION: Brooklyn, New York, USA"
WIN,"Jacare Souza, Tim Boetsch","0, 0","7, 6","1, 0","1, 0",Middleweight,"SUB, Kimura",1,3:41,UFC 208: Holm vs. De Randamie,"DATE: February 11, 2017","LOCATION: Brooklyn, New York, USA"
WIN,"Glover Teixeira, Jared Cannonier","0, 0","24, 21","3, 0","1, 0",Light,U-DEC,3,5:00,UFC 208: Holm vs. De Randamie,"DATE: February 11, 2017","LOCATION: Brooklyn, New York, USA"
WIN,"Dustin Poirier, Jim Miller","0, 0","97, 71","3, 1","0, 3",Lightweight,M-DEC,3,5:00,UFC 208: Holm vs. De Randamie,"DATE: February 11, 2017","LOCATION: Brooklyn, New York, USA"
WIN,"Belal Muhammad, Randy Brown","0, 0","71, 52","2, 0","0, 0",Welterweight,U-DEC,3,5:00,UFC 208: Holm vs. De Randamie,"DATE: February 11, 2017","LOCATION: Brooklyn, New York, USA"
WIN,"Wilson Reis, Yuta Sasaki","0, 0","34, 34","6, 0","2, 0",Flyweight,U-DEC,3,5:00,UFC 208: Holm vs. De Randamie,"DATE: February 11, 2017","LOCATION: Brooklyn, New York, USA"
WIN,"Islam Makhachev, Nik Lentz","0, 0","43, 13","5, 0","0, 1",Lightweight,U-DEC,3,5:00,UFC 208: Holm vs. De Randamie,"DATE: February 11, 2017","LOCATION: Brooklyn, New York, USA"
WIN,"Ricky Glenn, Phillipe Nover","0, 0","52, 50","0, 0","0, 0",Featherweight,S-DEC,3,5:00,UFC 208: Holm vs. De Randamie,"DATE: February 11, 2017","LOCATION: Brooklyn, New York, USA"
WIN,"Ryan LaFlare, Roan Carneiro","1, 0","29, 19","1, 0","0, 0",Welterweight,U-DEC,3,5:00,UFC 208: Holm vs. De Randamie,"DATE: February 11, 2017","LOCATION: Brooklyn, New York, USA"
WIN,"Chan Sung Jung, Dennis Bermudez","1, 0","17, 20","0, 0","0, 0",Featherweight,"KO/TKO, Punch",1,2:29,UFC Fight Night: Bermudez vs. The Korean Zombie,"DATE: February 04, 2017","LOCATION: Houston, Texas, USA"
WIN,"Felice Herrig, Alexa Grasso","0, 0","60, 80","2, 0","0, 1",Women's,U-DEC,3,5:00,UFC Fight Night: Bermudez vs. The Korean Zombie,"DATE: February 04, 2017","LOCATION: Houston, Texas, USA"
WIN,"James Vick, Abel Trujillo","0, 0","25, 11","1, 1","3, 0",Lightweight,"SUB, D'Arce Choke",3,0:49,UFC Fight Night: Bermudez vs. The Korean Zombie,"DATE: February 04, 2017","LOCATION: Houston, Texas, USA"
WIN,"Volkan Oezdemir, Ovince Saint Preux","0, 0","82, 76","0, 0","0, 0",Light,S-DEC,3,5:00,UFC Fight Night: Bermudez vs. The Korean Zombie,"DATE: February 04, 2017","LOCATION: Houston, Texas, USA"
WIN,"Marcel Fortuna, Anthony Hamilton","1, 0","15, 14","0, 0","0, 0",Heavyweight,"KO/TKO, Punch",1,3:10,UFC Fight Night: Bermudez vs. The Korean Zombie,"DATE: February 04, 2017","LOCATION: Houston, Texas, USA"
WIN,"Jessica Andrade, Angela Hill","0, 1","131, 89","2, 0","0, 0",Women's,U-DEC,3,5:00,UFC Fight Night: Bermudez vs. The Korean Zombie,"DATE: February 04, 2017","LOCATION: Houston, Texas, USA"
"NC, NC","Adam Milstead, Curtis Blaydes","0, 0","1, 25","0, 8","0, 0",Heavyweight,Overturned,2,0:59,UFC Fight Night: Bermudez vs. The Korean Zombie,"DATE: February 04, 2017","LOCATION: Houston, Texas, USA"
WIN,"Chas Skelly, Chris Gruetzemacher","0, 0","21, 28","2, 0","1, 0",Featherweight,"SUB, Rear Naked Choke",2,2:01,UFC Fight Night: Bermudez vs. The Korean Zombie,"DATE: February 04, 2017","LOCATION: Houston, Texas, USA"
WIN,"Ricardo Ramos, Michinori Tanaka","1, 0","45, 28","0, 2","1, 0",Bantamweight,U-DEC,3,5:00,UFC Fight Night: Bermudez vs. The Korean Zombie,"DATE: February 04, 2017","LOCATION: Houston, Texas, USA"
WIN,"Tecia Torres, Bec Rawlings","0, 0","81, 37","1, 1","0, 0",Women's,U-DEC,3,5:00,UFC Fight Night: Bermudez vs. The Korean Zombie,"DATE: February 04, 2017","LOCATION: Houston, Texas, USA"
"NC, NC","Alex Morono, Niko Price","1, 1","45, 23","0, 0","0, 0",Welterweight,"Overturned, Punch",2,5:00,UFC Fight Night: Bermudez vs. The Korean Zombie,"DATE: February 04, 2017","LOCATION: Houston, Texas, USA"
WIN,"Khalil Rountree Jr., Daniel Jolly","1, 0","3, 0","0, 0","0, 0",Light,"KO/TKO, Knees",1,0:52,UFC Fight Night: Bermudez vs. The Korean Zombie,"DATE: February 04, 2017","LOCATION: Houston, Texas, USA"
WIN,"Valentina Shevchenko, Julianna Pena","0, 0","13, 27","2, 1","1, 0",Women's,"SUB, Armbar",2,4:29,UFC on FOX: Shevchenko vs. Pena,"DATE: January 28, 2017","LOCATION: Denver, Colorado, USA"
WIN,"Jorge Masvidal, Donald Cerrone","2, 0","58, 30","0, 0","0, 0",Welterweight,"KO/TKO, Punches",2,1:00,UFC on FOX: Shevchenko vs. Pena,"DATE: January 28, 2017","LOCATION: Denver, Colorado, USA"
WIN,"Francis Ngannou, Andrei Arlovski","1, 0","8, 3","0, 0","0, 0",Heavyweight,"KO/TKO, Punch",1,1:32,UFC on FOX: Shevchenko vs. Pena,"DATE: January 28, 2017","LOCATION: Denver, Colorado, USA"
WIN,"Jason Knight, Alex Caceres","0, 0","31, 27","2, 0","4, 0",Featherweight,"SUB, Rear Naked Choke",2,4:21,UFC on FOX: Shevchenko vs. Pena,"DATE: January 28, 2017","LOCATION: Denver, Colorado, USA"
WIN,"Sam Alvey, Nate Marquardt","0, 0","36, 28","0, 1","0, 0",Middleweight,U-DEC,3,5:00,UFC on FOX: Shevchenko vs. Pena,"DATE: January 28, 2017","LOCATION: Denver, Colorado, USA"
WIN,"Raphael Assuncao, Aljamain Sterling","0, 0","39, 52","0, 0","0, 0",Bantamweight,S-DEC,3,5:00,UFC on FOX: Shevchenko vs. Pena,"DATE: January 28, 2017","LOCATION: Denver, Colorado, USA"
WIN,"Li Jingliang, Bobby Nash","1, 1","37, 39","0, 1","0, 2",Welterweight,"KO/TKO, Punch",2,4:45,UFC on FOX: Shevchenko vs. Pena,"DATE: January 28, 2017","LOCATION: Denver, Colorado, USA"
WIN,"Jordan Johnson, Henrique da Silva","0, 0","39, 22","4, 0","2, 0",Light,U-DEC,3,5:00,UFC on FOX: Shevchenko vs. Pena,"DATE: January 28, 2017","LOCATION: Denver, Colorado, USA"
WIN,"Eric Spicely, Alessio Di Chirico","0, 0","1, 1","1, 0","1, 0",Middleweight,"SUB, Triangle Choke",1,2:14,UFC on FOX: Shevchenko vs. Pena,"DATE: January 28, 2017","LOCATION: Denver, Colorado, USA"
WIN,"Marcos Rogerio de Lima, Jeremy Kimball","0, 0","12, 5","0, 0","0, 0",Light,"KO/TKO, Punches",1,2:27,UFC on FOX: Shevchenko vs. Pena,"DATE: January 28, 2017","LOCATION: Denver, Colorado, USA"
WIN,"Alexandre Pantoja, Eric Shelton","0, 0","37, 32","1, 4","2, 0",Flyweight,S-DEC,3,5:00,UFC on FOX: Shevchenko vs. Pena,"DATE: January 28, 2017","LOCATION: Denver, Colorado, USA"
WIN,"Jason Gonzalez, JC Cottrell","0, 0","4, 1","0, 1","1, 0",Lightweight,"SUB, D'Arce Choke",1,3:54,UFC on FOX: Shevchenko vs. Pena,"DATE: January 28, 2017","LOCATION: Denver, Colorado, USA"
WIN,"Yair Rodriguez, BJ Penn","1, 0","55, 4","0, 0","0, 0",Featherweight,"KO/TKO, Punches",2,0:24,UFC Fight Night: Rodriguez vs. Penn,"DATE: January 15, 2017","LOCATION: Phoenix, Arizona, USA"
WIN,"Joe Lauzon, Marcin Held","0, 0","20, 23","1, 5","1, 0",Lightweight,S-DEC,3,5:00,UFC Fight Night: Rodriguez vs. Penn,"DATE: January 15, 2017","LOCATION: Phoenix, Arizona, USA"
WIN,"Ben Saunders, Court McGee","0, 0","49, 54","0, 1","0, 0",Welterweight,U-DEC,3,5:00,UFC Fight Night: Rodriguez vs. Penn,"DATE: January 15, 2017","LOCATION: Phoenix, Arizona, USA"
WIN,"Sergio Pettis, John Moraga","0, 0","48, 33","2, 1","0, 0",Flyweight,U-DEC,3,5:00,UFC Fight Night: Rodriguez vs. Penn,"DATE: January 15, 2017","LOCATION: Phoenix, Arizona, USA"
WIN,"Drakkar Klose, Devin Powell","0, 0","68, 22","2, 0","0, 0",Lightweight,U-DEC,3,5:00,UFC Fight Night: Rodriguez vs. Penn,"DATE: January 15, 2017","LOCATION: Phoenix, Arizona, USA"
WIN,"Augusto Mendes, Frankie Saenz","0, 1","42, 40","4, 0","0, 0",Bantamweight,S-DEC,3,5:00,UFC Fight Night: Rodriguez vs. Penn,"DATE: January 15, 2017","LOCATION: Phoenix, Arizona, USA"
WIN,"Aleksei Oleinik, Viktor Pesta","0, 0","7, 7","0, 1","1, 0",Heavyweight,"SUB, Ezekiel Choke",1,2:57,UFC Fight Night: Rodriguez vs. Penn,"DATE: January 15, 2017","LOCATION: Phoenix, Arizona, USA"
WIN,"Anthony Rocco Martin, Alex White","0, 0","20, 11","2, 0","0, 0",Lightweight,U-DEC,3,5:00,UFC Fight Night: Rodriguez vs. Penn,"DATE: January 15, 2017","LOCATION: Phoenix, Arizona, USA"
WIN,"Nina Nunes, Jocelyn Jones-Lybarger","0, 0","48, 21","1, 0","2, 0",Women's,"SUB, Rear Naked Choke",3,3:39,UFC Fight Night: Rodriguez vs. Penn,"DATE: January 15, 2017","LOCATION: Phoenix, Arizona, USA"
WIN,"Walt Harris, Chase Sherman","1, 0","32, 20","0, 0","0, 0",Heavyweight,"KO/TKO, Knee",2,2:41,UFC Fight Night: Rodriguez vs. Penn,"DATE: January 15, 2017","LOCATION: Phoenix, Arizona, USA"
WIN,"Joachim Christensen, Bojan Mihajlovic","1, 0","41, 22","0, 0","0, 0",Light,"KO/TKO, Punches",3,2:05,UFC Fight Night: Rodriguez vs. Penn,"DATE: January 15, 2017","LOCATION: Phoenix, Arizona, USA"
WIN,"Cyril Asker, Dmitrii Smoliakov","0, 0","19, 5","1, 0","0, 0",Heavyweight,"KO/TKO, Punches",1,2:41,UFC Fight Night: Rodriguez vs. Penn,"DATE: January 15, 2017","LOCATION: Phoenix, Arizona, USA"
WIN,"Amanda Nunes, Ronda Rousey","0, 0","27, 7","0, 0","0, 0",Women's,"KO/TKO, Punches",1,0:48,UFC 207: Nunes vs. Rousey,"DATE: December 30, 2016","LOCATION: Las Vegas, Nevada, USA"
WIN,"Cody Garbrandt, Dominick Cruz","2, 0","68, 88","1, 0","0, 0",Bantamweight,U-DEC,5,5:00,UFC 207: Nunes vs. Rousey,"DATE: December 30, 2016","LOCATION: Las Vegas, Nevada, USA"
WIN,"TJ Dillashaw, John Lineker","0, 0","71, 38","5, 1","1, 0",Bantamweight,U-DEC,3,5:00,UFC 207: Nunes vs. Rousey,"DATE: December 30, 2016","LOCATION: Las Vegas, Nevada, USA"
WIN,"Dong Hyun Kim, Tarec Saffiedine","0, 0","36, 52","3, 2","0, 0",Welterweight,S-DEC,3,5:00,UFC 207: Nunes vs. Rousey,"DATE: December 30, 2016","LOCATION: Las Vegas, Nevada, USA"
WIN,"Ray Borg, Louis Smolka","0, 0","21, 10","4, 0","1, 1",Flyweight,U-DEC,3,5:00,UFC 207: Nunes vs. Rousey,"DATE: December 30, 2016","LOCATION: Las Vegas, Nevada, USA"
WIN,"Neil Magny, Johny Hendricks","0, 0","50, 18","1, 6","2, 0",Welterweight,U-DEC,3,5:00,UFC 207: Nunes vs. Rousey,"DATE: December 30, 2016","LOCATION: Las Vegas, Nevada, USA"
WIN,"Antonio Carlos Junior, Marvin Vettori","0, 0","28, 29","4, 1","0, 1",Middleweight,U-DEC,3,5:00,UFC 207: Nunes vs. Rousey,"DATE: December 30, 2016","LOCATION: Las Vegas, Nevada, USA"
WIN,"Alex Garcia, Mike Pyle","1, 0","14, 5","1, 0","0, 0",Welterweight,"KO/TKO, Punch",1,3:34,UFC 207: Nunes vs. Rousey,"DATE: December 30, 2016","LOCATION: Las Vegas, Nevada, USA"
WIN,"Niko Price, Brandon Thatch","0, 0","6, 8","1, 0","2, 2",Welterweight,"SUB, Arm Triangle",1,4:30,UFC 207: Nunes vs. Rousey,"DATE: December 30, 2016","LOCATION: Las Vegas, Nevada, USA"
"NC, NC","Alex Oliveira, Tim Means","1, 0","6, 17","1, 1","0, 0",Welterweight,CNC,1,3:33,UFC 207: Nunes vs. Rousey,"DATE: December 30, 2016","LOCATION: Las Vegas, Nevada, USA"
WIN,"Michelle Waterson-Gomez, Paige VanZant","0, 0","12, 5","1, 0","2, 0",Women's,"SUB, Rear Naked Choke",1,3:21,UFC on FOX: VanZant vs. Waterson,"DATE: December 17, 2016","LOCATION: Sacramento, California, USA"
WIN,"Mickey Gall, Sage Northcutt","1, 1","9, 13","2, 0","3, 0",Welterweight,"SUB, Rear Naked Choke",2,1:40,UFC on FOX: VanZant vs. Waterson,"DATE: December 17, 2016","LOCATION: Sacramento, California, USA"
WIN,"Urijah Faber, Brad Pickett","1, 0","70, 18","5, 1","1, 0",Bantamweight,U-DEC,3,5:00,UFC on FOX: VanZant vs. Waterson,"DATE: December 17, 2016","LOCATION: Sacramento, California, USA"
WIN,"Alan Jouban, Mike Perry","1, 0","69, 37","2, 0","0, 0",Welterweight,U-DEC,3,5:00,UFC on FOX: VanZant vs. Waterson,"DATE: December 17, 2016","LOCATION: Sacramento, California, USA"
WIN,"Paul Craig, Henrique da Silva","0, 0","31, 16","1, 1","3, 0",Light,"SUB, Armbar",2,1:59,UFC on FOX: VanZant vs. Waterson,"DATE: December 17, 2016","LOCATION: Sacramento, California, USA"
WIN,"Mizuto Hirota, Cole Miller","0, 0","57, 21","6, 0","0, 0",Featherweight,U-DEC,3,5:00,UFC on FOX: VanZant vs. Waterson,"DATE: December 17, 2016","LOCATION: Sacramento, California, USA"
